year,route_id,distance,passengers_daily,airfare,market_share
1999,753,313,372,68,0.9812999963760376
2000,753,313,353,73,0.9711000323295593
1997,754,1320,175,145,0.23260000348091125
1998,754,1320,188,152,0.3375999927520752
1999,754,1320,165,157,0.38589999079704285
2000,754,1320,162,169,0.4788999855518341
1997,755,1072,556,118,0.20679999887943268
1998,755,1072,696,119,0.6783999800682068
1999,755,1072,737,120,0.6037999987602234
2000,755,1072,730,137,0.5376999974250793
1997,756,1040,248,286,0.7146999835968018
1998,756,1040,271,275,0.7501000165939331
1999,756,1040,318,262,0.7382000088691711
2000,756,1040,288,282,0.7351000308990479
1997,757,1044,829,116,0.4879000186920166
1998,757,1044,740,140,0.5350000262260437
1999,757,1044,795,137,0.526199996471405
2000,757,1044,798,147,0.5852000117301941
1997,758,1484,196,166,0.2662000060081482
1998,758,1484,228,161,0.32830002903938293
1999,758,1484,206,159,0.30230000615119934
2000,758,1484,236,164,0.36410000920295715
1997,759,906,159,172,0.3183000087738037
1998,759,906,169,175,0.3279999792575836
1999,759,906,252,139,0.420199990272522
2000,759,906,285,136,0.40139999985694885
1997,760,1444,164,148,0.3947000205516815
1998,760,1444,163,161,0.3568999767303467
1999,760,1444,173,163,0.3758000135421753
2000,760,1444,196,172,0.48980000615119934
1997,761,920,285,135,0.565500020980835
1998,761,920,263,147,0.7346000075340271
1999,761,920,266,142,0.6869999766349792
2000,761,920,277,148,0.6966999769210815
1997,762,707,203,136,0.4587000012397766
1998,762,707,201,146,0.3945000171661377
1999,762,707,224,147,0.4408000111579895
2000,762,707,234,167,0.4097000062465668
1997,763,1334,386,135,0.29670000076293945
1998,763,1334,341,165,0.31839999556541443
1999,763,1334,380,156,0.40389999747276306
2000,763,1334,385,167,0.4602999985218048
1997,764,1500,451,149,0.3586999773979187
1998,764,1500,451,154,0.4999000132083893
1999,764,1500,318,181,0.3595000207424164
2000,764,1500,290,193,0.382099986076355
1997,765,1490,353,160,0.305400013923645
1998,765,1490,378,160,0.3093000054359436
1999,765,1490,323,182,0.2822999954223633
2000,765,1490,378,186,0.30320000648498535
1997,766,238,1026,56,0.5950999855995178
1998,766,238,1015,65,0.500499963760376
1999,766,238,998,60,0.5627999901771545
2000,766,238,984,69,0.5309000015258789
1997,767,1049,268,129,0.30489999055862427
1998,767,1049,263,140,0.3000999987125397
1999,767,1049,317,136,0.357699990272522
2000,767,1049,301,154,0.39800000190734863
1997,768,223,205,66,1
1998,768,223,191,72,0.9994000196456909
1999,768,223,178,71,0.9994000196456909
2000,768,223,163,75,1
1997,769,950,582,190,0.6101999878883362
1998,769,950,581,196,0.6374000310897827
1999,769,950,584,197,0.5702999830245972
2000,769,950,629,213,0.5231000185012817
1997,770,645,168,221,0.4683000147342682
1998,770,645,239,156,0.527899980545044
1999,770,645,310,138,0.460099995136261
2000,770,645,264,189,0.4950999915599823
1997,771,532,227,112,0.6373000144958496
1998,771,532,218,107,0.43400001525878906
1999,771,532,203,119,0.4213999807834625
2000,771,532,150,158,0.604200005531311
1997,772,236,4411,64,0.5006000399589539
1998,772,236,4557,64,0.46540001034736633
1999,772,236,5469,63,0.46050000190734863
2000,772,236,4782,71,0.47279998660087585
1997,773,1627,185,142,0.34700000286102295
1998,773,1627,158,174,0.3709999918937683
1999,773,1627,193,165,0.33090001344680786
2000,773,1627,233,157,0.6072999835014343
1997,774,776,152,94,0.9726999402046204
1998,774,776,126,123,0.9602999687194824
1999,774,776,116,124,0.977400004863739
2000,774,776,123,120,0.9630000591278076
1997,775,2177,282,202,0.4729999899864197
1998,775,2177,283,205,0.5214999914169312
1999,775,2177,234,238,0.5356000065803528
2000,775,2177,574,182,0.5551999807357788
1997,776,797,169,97,0.9833000302314758
1998,776,797,136,118,0.9743000268936157
1999,776,797,155,112,0.9355000257492065
2000,776,797,130,126,0.9698999524116516
1997,777,1525,384,139,0.24250000715255737
1998,777,1525,433,143,0.4564000070095062
1999,777,1525,857,119,0.570900022983551
2000,777,1525,894,131,0.5504999756813049
1997,778,1300,482,188,0.6994999647140503
1998,778,1300,445,189,0.694100022315979
1999,778,1300,1092,130,0.557200014591217
2000,778,1300,1123,147,0.5843999981880188
1997,779,1589,326,144,0.609499990940094
1998,779,1589,324,173,0.6067000031471252
1999,779,1589,362,169,0.6909999847412109
2000,779,1589,337,175,0.7616999745368958
1997,780,1502,277,140,0.5246999859809875
1998,780,1502,319,136,0.5146999955177307
1999,780,1502,322,155,0.47099998593330383
2000,780,1502,350,150,0.3959999978542328
1997,781,2242,2115,211,0.33650001883506775
1998,781,2242,2495,207,0.33970001339912415
1999,781,2242,3188,209,0.2750999927520752
2000,781,2242,3867,191,0.29280000925064087
1997,782,407,1345,78,0.9573000073432922
1998,782,407,1320,89,0.9395999908447266
1999,782,407,1488,91,0.9546999931335449
2000,782,407,1593,96,0.9386000037193298
1997,783,988,310,116,0.6155999898910522
1998,783,988,327,123,0.7087000012397766
1999,783,988,283,152,0.6358000040054321
2000,783,988,205,170,0.46950000524520874
1997,784,1100,386,107,0.45259997248649597
1998,784,1100,430,122,0.46380001306533813
1999,784,1100,446,124,0.5663999915122986
2000,784,1100,521,121,0.5450999736785889
1997,785,197,1034,66,0.979200005531311
1998,785,197,1064,66,0.968000054359436
1999,785,197,1162,66,0.9330000281333923
2000,785,197,1129,71,0.9805000424385071
1997,786,2040,523,145,0.6721000075340271
1998,786,2040,536,167,0.5217999815940857
1999,786,2040,565,169,0.42490002512931824
2000,786,2040,643,160,0.4227999746799469
1997,787,2177,587,200,0.4616999924182892
1998,787,2177,781,185,0.34880000352859497
1999,787,2177,934,182,0.3743000030517578
2000,787,2177,1252,164,0.3853999972343445
1997,788,256,2549,57,0.7198000550270081
1998,788,256,2632,63,0.777899980545044
1999,788,256,2966,61,0.7202999591827393
2000,788,256,2809,66,0.7355999946594238
1997,789,1912,174,222,0.6371999979019165
1998,789,1912,273,201,0.4231000244617462
1999,789,1912,265,218,0.3775999844074249
2000,789,1912,340,213,0.6287000179290771
1997,790,762,1062,90,0.4497999846935272
1998,790,762,1096,94,0.4697999954223633
1999,790,762,1285,94,0.3747999966144562
2000,790,762,1237,106,0.396699994802475
1997,791,2027,189,201,0.39900001883506775
1998,791,2027,208,213,0.4222000241279602
1999,791,2027,301,178,0.26109999418258667
2000,791,2027,330,188,0.22020000219345093
1997,792,345,1433,56,0.6122999787330627
1998,792,345,1469,61,0.659600019454956
1999,792,345,1581,61,0.753600001335144
2000,792,345,1489,68,0.9430000185966492
1997,793,397,899,76,0.9437000155448914
1998,793,397,955,83,0.9111000299453735
1999,793,397,1065,87,0.9058000445365906
2000,793,397,1202,92,0.902899980545044
1997,794,368,1003,66,0.62220001220703125
1998,794,368,988,73,0.600600004196167
1999,794,368,1007,76,0.6985999941825867
2000,794,368,1055,78,0.6776999831199646
1997,795,1069,584,109,0.7723000049591064
1998,795,1069,592,121,0.7738999724388123
1999,795,1069,547,135,0.844700038433075
2000,795,1069,509,145,0.8312999606132507
1997,796,258,1760,64,0.7908999919891357
1998,796,258,1862,67,0.9055999517440796
1999,796,258,1994,68,0.8930000066757202
2000,796,258,1988,73,0.8185999989509583
1997,797,414,1678,87,0.7098000049591064
1998,797,414,1698,91,0.7216000556945801
1999,797,414,2310,88,0.5025999546051025
2000,797,414,2367,93,0.3925999701023102
1997,798,386,1569,75,0.6513999700546265
1998,798,386,1659,83,0.5634000301361084
1999,798,386,1888,89,0.5663000345230103
2000,798,386,1845,96,0.5813999772071838
1997,799,226,388,62,0.9750000238418579
1998,799,226,971,77,0.6808000206947327
1999,799,226,934,91,0.800599992275238
2000,799,226,868,94,0.996999979019165
1997,800,866,1562,95,0.4552000164985657
1998,800,866,1607,104,0.4936000108718872
1999,800,866,1888,107,0.44859999418258667
2000,800,866,1845,118,0.5094000101089478
1997,801,807,187,119,0.4090999960899353
1998,801,807,204,126,0.4909000098705292
1999,801,807,217,124,0.517799973487854
2000,801,807,246,131,0.39590001106262207
1997,802,1373,488,135,0.5376999974250793
1998,802,1373,443,166,0.621999979019165
1999,802,1373,473,173,0.5512999892234802
2000,802,1373,493,177,0.5439000129699707
1997,803,1985,378,155,0.37299999594688416
1998,803,1985,433,166,0.39650002121925354
1999,803,1985,562,159,0.3215000033378601
2000,803,1985,615,153,0.3662000000476837
1997,804,365,624,55,0.5077000260353088
1998,804,365,602,60,0.45750001072883606
1999,804,365,560,62,0.7714999914169312
2000,804,365,594,67,0.8061000108718872
1997,805,2070,306,253,0.30649998784065247
1998,805,2070,316,289,0.46320000290870667
1999,805,2070,303,310,0.4834999740123749
2000,805,2070,555,232,0.35830003023147583
1997,806,988,147,116,0.7948000431060791
1998,806,988,146,131,0.6405999660491943
1999,806,988,145,138,0.5327000021934509
2000,806,988,130,140,0.5941999554634094
1997,807,1494,175,161,0.36740002036094666
1998,807,1494,143,192,0.2937999963760376
1999,807,1494,155,183,0.26750001311302185
2000,807,1494,146,201,0.2978000044822693
1997,808,296,399,60,0.6190999746322632
1998,808,296,334,66,0.5834999680519104
1999,808,296,341,63,0.563800036907196
2000,808,296,321,71,0.5738999843597412
1997,809,355,468,63,0.9900000095367432
1998,809,355,517,69,0.9873999953269958
1999,809,355,490,70,0.9887000322341919
2000,809,355,446,76,0.9907000064849854
1997,810,1846,192,169,0.34709998965263367
1998,810,1846,162,213,0.28690001368522644
1999,810,1846,192,190,0.3247999846935272
2000,810,1846,171,214,0.2935999929904938
1997,811,1620,268,227,0.6958000063896179
1998,811,1620,229,271,0.7239000201225281
1999,811,1620,251,251,0.7398000359535217
2000,811,1620,245,288,0.7262000441551208
1997,812,2342,845,289,0.5763000249862671
1998,812,2342,966,275,0.6162999868392944
1999,812,2342,757,351,0.5325000286102295
2000,812,2342,890,318,0.4740999937057495
1997,813,1757,350,208,0.4262000024318695
1998,813,1757,465,194,0.44589999318122864
1999,813,1757,428,211,0.47859999537467957
2000,813,1757,456,202,0.400299996137619
1997,814,1536,890,243,0.7169000506401062
1998,814,1536,910,228,0.7228000164031982
1999,814,1536,1189,207,0.6527999639511108
2000,814,1536,1193,222,0.6586000323295593
1997,815,1797,401,201,0.5357000231742859
1998,815,1797,538,196,0.5941999554634094
1999,815,1797,587,172,0.5220999717712402
2000,815,1797,530,206,0.45900002121925354
1997,816,1672,736,165,0.3483999967575073
1998,816,1672,667,179,0.3562999963760376
1999,816,1672,719,175,0.33400002121925354
2000,816,1672,790,188,0.302700012922287
1997,817,2469,7637,307,0.3370000123977661
1998,817,2469,7502,310,0.3147999942302704
1999,817,2469,7340,342,0.29729998111724854
2000,817,2469,6815,381,0.28530001640319824
1997,818,2377,151,279,0.24309998750686646
1998,818,2377,161,264,0.22659999132156372
1999,818,2377,164,273,0.2963999807834625
2000,818,2377,152,272,0.3270999789237976
1997,819,337,3905,64,0.6959999799728394
1998,819,337,3879,67,0.7491000294685364
1999,819,337,4112,73,0.7762000560760498
2000,819,337,4443,80,0.7235000133514404
1997,820,1189,244,149,0.24709999561309814
1998,820,1189,232,168,0.2567000091075897
1999,820,1189,225,161,0.2854999899864197
2000,820,1189,214,180,0.36090001463890076
1997,821,1331,290,156,0.40060001611709595
1998,821,1331,312,149,0.38679999113082886
1999,821,1331,290,168,0.4220000207424164
2000,821,1331,287,171,0.3411000072956085
1997,822,2217,1085,243,0.5924999713897705
1998,822,2217,1108,233,0.558899998664856
1999,822,2217,1162,215,0.49390000104904175
2000,822,2217,1336,224,0.48890000581741333
1997,823,2402,859,367,0.4194999933242798
1998,823,2402,940,326,0.38999998569488525
1999,823,2402,1054,331,0.38349997997283936
2000,823,2402,1422,278,0.47450000047683716
1997,824,370,3355,58,0.5859000086784363
1998,824,370,3450,62,0.6183000206947327
1999,824,370,3582,60,0.5640000104904175
2000,824,370,3381,67,0.5618999600410461
1997,825,2137,293,307,0.6562999486923218
1998,825,2137,350,293,0.6080999970436096
1999,825,2137,413,257,0.6587000489234924
2000,825,2137,413,290,0.5989000201225281
1997,826,834,1509,116,0.4016999900341034
1998,826,834,1558,117,0.4470999836921692
1999,826,834,1583,120,0.46709999442100525
2000,826,834,1590,137,0.4381999969482422
1997,827,2595,283,195,0.30820000171661377
1998,827,2595,346,194,0.2822999954223633
1999,827,2595,501,177,0.22129999101161957
2000,827,2595,397,201,0.24709999561309814
1997,828,2239,208,308,0.34849998354911804
1998,828,2239,242,292,0.34290000796318054
1999,828,2239,427,192,0.2938999831676483
2000,828,2239,432,211,0.25429999828338623
1997,829,390,884,75,0.6225999593734741
1998,829,390,914,82,0.6359000205993652
1999,829,390,1036,76,0.45490002632141113
2000,829,390,957,90,0.41200000047683716
1997,830,373,2059,62,0.5022000074386597
1998,830,373,2264,68,0.49729999899864197
1999,830,373,2262,74,0.5249000191688538
2000,830,373,2173,80,0.6186000108718872
1997,831,590,1627,84,0.6410999894142151
1998,831,590,1561,97,0.6226999759674072
1999,831,590,1967,85,0.6193000078201294
2000,831,590,1786,95,0.4863000214099884
1997,832,1211,378,166,0.4819999933242798
1998,832,1211,439,155,0.4456000030040741
1999,832,1211,418,159,0.43700000643730164
2000,832,1211,501,162,0.4202999770641327
1997,833,109,353,57,0.4552000164985657
1998,833,109,206,79,0.6777999997138977
1999,833,109,348,84,0.47589999437332153
2000,833,109,242,114,0.6302000284194946
1997,834,337,4392,83,0.8547000288963318
1998,834,337,4377,80,0.7993000149726868
1999,834,337,4501,88,0.7926999926567078
2000,834,337,3410,108,0.7483999729156494
1997,835,308,2481,65,0.6533000469207764
1998,835,308,2722,68,0.5084999799728394
1999,835,308,3144,71,0.503000020980835
2000,835,308,3080,82,0.5146999955177307
1997,836,954,2692,127,0.4999000132083893
1998,836,954,2627,130,0.580299973487854
1999,836,954,2690,135,0.5523999929428101
2000,836,954,2707,150,0.5070000290870667
1997,837,945,233,139,0.4043000042438507
1998,837,945,234,133,0.621399998664856
1999,837,945,250,133,0.4961000084877014
2000,837,945,247,136,0.5213000178337097
1997,838,1593,666,224,0.5898000001907349
1998,838,1593,644,258,0.60589998960495
1999,838,1593,667,252,0.5900999903678894
2000,838,1593,709,252,0.4843999743461609
1997,839,2159,580,199,0.6363999843597412
1998,839,2159,593,219,0.5157999992370605
1999,839,2159,631,215,0.43720000982284546
2000,839,2159,632,217,0.5422999858856201
1997,840,451,1321,54,0.38609999418258667
1998,840,451,1195,63,0.607200026512146
1999,840,451,1261,64,0.5781999826431274
2000,840,451,1205,68,0.629800021648407
1997,841,1283,248,146,0.35509997606277466
1998,841,1283,221,158,0.32109999656677246
1999,841,1283,208,166,0.27160000801086426
2000,841,1283,181,198,0.41999998688697815
1997,842,2290,1865,321,0.4611999988555908
1998,842,2290,2178,276,0.4863000214099884
1999,842,2290,1688,360,0.5273000001907349
2000,842,2290,1793,373,0.4284999966621399
1997,843,2333,176,227,0.535099983215332
1998,843,2333,204,227,0.557200014591217
1999,843,2333,224,261,0.604200005531311
2000,843,2333,162,313,0.55970001220703125
1997,844,657,354,225,0.4275999963283539
1998,844,657,388,219,0.46779999136924744
1999,844,657,392,223,0.4819999933242798
2000,844,657,355,239,0.4350000023841858
1997,845,718,389,99,0.7142999768257141
1998,845,718,401,110,0.6686000227928162
1999,845,718,448,109,0.6848000288009644
2000,845,718,494,111,0.6448999643325806
1997,846,1507,170,153,0.589900016784668
1998,846,1507,211,161,0.6328999996185303
1999,846,1507,248,154,0.6111000180244446
2000,846,1507,207,166,0.6301000118255615
1997,847,254,266,54,0.6051999926567078
1998,847,254,265,62,0.6344000101089478
1999,847,254,240,59,0.607699990272522
2000,847,254,245,69,0.6559999585151672
1997,848,728,233,107,0.4717999994754791
1998,848,728,280,114,0.5074000358581543
1999,848,728,259,117,0.585099995136261
2000,848,728,278,119,0.5624000430107117
1997,849,473,203,151,0.8251999616622925
1998,849,473,186,161,0.7998000383377075
1999,849,473,206,161,0.8198000192642212
2000,849,473,166,177,0.8014000058174133
1997,850,809,199,183,0.2654000222682953
1998,850,809,214,169,0.39250001311302185
1999,850,809,225,187,0.3772999942302704
2000,850,809,233,195,0.2809000015258789
1997,851,209,216,139,0.5871999859809875
1998,851,209,262,153,0.5049999952316284
1999,851,209,275,169,0.527999997138977
2000,851,209,333,210,0.44110000133514404
1997,852,1143,201,126,0.840399980545044
1998,852,1143,418,118,0.546999990940094
1999,852,1143,448,118,0.5856000185012817
2000,852,1143,476,136,0.5658000111579895
1997,853,955,98,177,0.951200008392334
1998,853,955,423,106,0.7762000560760498
1999,853,955,381,109,0.8451999425888062
2000,853,955,288,125,0.7542999982833862
1997,854,700,178,273,0.9196000099182129
1998,854,700,188,246,0.9212999939918518
1999,854,700,182,257,0.87779998779296875
2000,854,700,189,272,0.8594000339508057
1997,855,957,522,261,0.7818000316619873
1998,855,957,607,234,0.7733999490737915
1999,855,957,651,213,0.6941999793052673
2000,855,957,740,219,0.7190000414848328
1997,856,683,281,136,0.7366999983787537
1998,856,683,307,133,0.6861000061035156
1999,856,683,325,142,0.696399986743927
2000,856,683,330,147,0.7301000356674194
1997,857,875,233,210,0.7394000291824341
1998,857,875,238,201,0.7044999599456787
1999,857,875,244,200,0.7108999490737915
2000,857,875,269,188,0.6955000162124634
1997,858,656,210,137,0.7530999779701233
1998,858,656,232,133,0.7587000131607056
1999,858,656,221,139,0.7594999670982361
2000,858,656,233,160,0.7204000353813171
1997,859,762,376,177,0.7283000349998474
1998,859,762,368,183,0.6899999976158142
1999,859,762,488,153,0.6384999752044678
2000,859,762,523,181,0.6901000142097473
1997,860,1261,161,132,0.4277999997138977
1998,860,1261,196,130,0.2856000065803528
1999,860,1261,189,147,0.48330003023147583
2000,860,1261,150,169,0.3321000039577484
